Tema,Subtema,ST,ID,UN,DS,REC,indicator_id_abs,indicator_id_rel,is_default_variable,variable_id_abs,aux_abs,variable_id_rel,aux_rel,indicator_label,variant_label,measure_unit_abs,measure_unit_rel,variant_path,description,Arquivo_2010,Var_abs_2010,Var_rel_2010 (denominador),Observações,Descrição_2010,Script_2010_abs,Script_2010_rel,Arquivo_2022,Var_abs_2022,Var_rel_2022 (denominador),Descrição_2022,Script_2022_abs,Script_2022_rel,Arquivo_2000,Var_abs_2000,Descrição_2000,Var_rel_2000 (denominador),Script_2000_abs,Script_2000_rel
Infraestrutura e serviços urbanos,Sistema viário,ent,ide,mor,ren,meiosm,ent_ide_dom_tot_dom,ent_ide_dom_tot_dom_pct,,ent_ide_mor_ren_meiosm,"ent_ide_mor_ren_meiosm,",ent_ide_mor_ren_meiosm_pct,"ent_ide_mor_ren_meiosm_pct,",Domicílios sem identificação da rua,Até 1/2 salário mínimo,Número de moradores,Porcentagem em relação ao total de moradores,Renda dos moradores,,Entorno04,ent_V684 + ent_V686 + ent_V694,dom02_V002,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe identificação do logradouro,"ent_ide_mor_ren_meiosm = ent_V684 + ent_V686 + ent_V694,","ent_ide_mor_ren_meiosm_pct = ent_ide_mor_ren_meiosm / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ide,mor,cor,ind,ent_ide_dom_tot_dom,ent_ide_dom_tot_dom_pct,,ent_ide_mor_cor_ind,"ent_ide_mor_cor_ind,",ent_ide_mor_cor_ind_pct,"ent_ide_mor_cor_ind_pct,",Domicílios sem identificação da rua,Pessoas brancas,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V964,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe identificação do logradouro,"ent_ide_mor_cor_ind = ent_V964,","ent_ide_mor_cor_ind_pct = ent_ide_mor_cor_ind / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ide,mor,cor,ind,ent_ide_dom_tot_dom,ent_ide_dom_tot_dom_pct,,ent_ide_mor_cor_ind,"ent_ide_mor_cor_ind,",ent_ide_mor_cor_ind_pct,"ent_ide_mor_cor_ind_pct,",Domicílios sem identificação da rua,Pessoas indígenas,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V972,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe identificação do logradouro,"ent_ide_mor_cor_ind = ent_V972,","ent_ide_mor_cor_ind_pct = ent_ide_mor_cor_ind / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ide,mor,cor,neg,ent_ide_dom_tot_dom,ent_ide_dom_tot_dom_pct,,ent_ide_mor_cor_neg,"ent_ide_mor_cor_neg,",ent_ide_mor_cor_neg_pct,"ent_ide_mor_cor_neg_pct,",Domicílios sem identificação da rua,Pessoas negras,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V966 + ent_V970,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda – Não existe identificação do logradouro,"ent_ide_mor_cor_neg = ent_V966 + ent_V970,","ent_ide_mor_cor_neg_pct = ent_ide_mor_cor_neg / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ide,mor,cor,neg,ent_ide_dom_tot_dom,ent_ide_dom_tot_dom_pct,,ent_ide_mor_cor_neg,"ent_ide_mor_cor_neg,",ent_ide_mor_cor_neg_pct,"ent_ide_mor_cor_neg_pct,",Domicílios sem identificação da rua,Pessoas amarelas,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V968,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe identificação do logradouro,"ent_ide_mor_cor_neg = ent_V968,","ent_ide_mor_cor_neg_pct = ent_ide_mor_cor_neg / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,dom,tot,dom,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,sim,ent_ilu_dom_tot_dom,"ent_ilu_dom_tot_dom,",ent_ilu_dom_tot_dom_pct,"ent_ilu_dom_tot_dom_pct,",Domicílios sem iluminação pública,Total de domicílios,Número de domicílios,Porcentagem em relação ao total de domicílios,Total,,Entorno01,ent_V009 + ent_V011 + ent_V013,dom01_V002,,Domicílios particulares permanentes – Não existe iluminação pública,"ent_ilu_dom_tot_dom = ent_V009 + ent_V011 + ent_V013,","ent_ilu_dom_tot_dom_pct = ent_ilu_dom_tot_dom / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,tot,dom,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_tot_dom,"ent_ilu_mor_tot_dom,",ent_ilu_mor_tot_dom_pct,"ent_ilu_mor_tot_dom_pct,",Domicílios sem iluminação pública,Total de moradores,Número de moradores,Porcentagem em relação ao total de moradores,Total,,Entorno03,ent_V430 + ent_V432 + ent_V434,dom02_V002,,Moradores em domicílios particulares permanentes – Não existe iluminação pública,"ent_ilu_mor_tot_dom = ent_V430 + ent_V432 + ent_V434,","ent_ilu_mor_tot_dom_pct = ent_ilu_mor_tot_dom / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,dom,sex,fem_res,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_dom_sex_fem_res,"ent_ilu_dom_sex_fem_res,",ent_ilu_dom_sex_fem_res_pct,"ent_ilu_dom_sex_fem_res_pct,",Domicílios sem iluminação pública,Mulheres,Número de domicílios,Porcentagem em relação ao total de domicílios com mulheres responsáveis,Sexo dos responsáveis,,Entorno02,ent_V389,dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087,% de domicílios com responsável do sexo feminino sem iluminação,Domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,"ent_ilu_dom_sex_fem_res = ent_V389,","ent_ilu_dom_sex_fem_res_pct = ent_ilu_dom_sex_fem_res / (dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,dom,sex,mas_res,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_dom_sex_mas_res,"ent_ilu_dom_sex_mas_res,",ent_ilu_dom_sex_mas_res_pct,"ent_ilu_dom_sex_mas_res_pct,",Domicílios sem iluminação pública,Homens,Número de domicílios,Porcentagem em relação ao total de domicílios com homens responsáveis,Sexo dos responsáveis,,Entorno02,ent_V387,dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068,% de domicílios com responsável do sexo masculino sem iluminação,Domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,"ent_ilu_dom_sex_mas_res = ent_V387,","ent_ilu_dom_sex_mas_res_pct = ent_ilu_dom_sex_mas_res / (dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,sex,fem_res,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_sex_fem_res,"ent_ilu_mor_sex_fem_res,",ent_ilu_mor_sex_fem_res_pct,"ent_ilu_mor_sex_fem_res_pct,",Domicílios sem iluminação pública,Mulheres,Número de moradores,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,Sexo dos responsáveis,,Entorno04,ent_V810,ent_V805 + ent_V806,,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe iluminação pública,"ent_ilu_mor_sex_fem_res = ent_V810,","ent_ilu_mor_sex_fem_res_pct = ent_ilu_mor_sex_fem_res / (ent_V805 + ent_V806),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,sex,mas_res,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_sex_mas_res,"ent_ilu_mor_sex_mas_res,",ent_ilu_mor_sex_mas_res_pct,"ent_ilu_mor_sex_mas_res_pct,",Domicílios sem iluminação pública,Homens,Número de moradores,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,Sexo dos responsáveis,,Entorno04,ent_V808,ent_V803 + ent_V804,,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe iluminação pública,"ent_ilu_mor_sex_mas_res = ent_V808,","ent_ilu_mor_sex_mas_res_pct = ent_ilu_mor_sex_mas_res / (ent_V803 + ent_V804),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,dom,ren,12sm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_dom_ren_12sm,"ent_ilu_dom_ren_12sm,",ent_ilu_dom_ren_12sm_pct,"ent_ilu_dom_ren_12sm_pct,",Domicílios sem iluminação pública,1 a 2 salários mínimos,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V281,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 do SM – Não existe iluminação pública,"ent_ilu_dom_ren_12sm = ent_V281,","ent_ilu_dom_ren_12sm_pct = ent_ilu_dom_ren_12sm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,dom,ren,1sm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_dom_ren_1sm,"ent_ilu_dom_ren_1sm,",ent_ilu_dom_ren_1sm_pct,"ent_ilu_dom_ren_1sm_pct,",Domicílios sem iluminação pública,1/2 a 1 salário mínimo,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V279,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe iluminação pública,"ent_ilu_dom_ren_1sm = ent_V279,","ent_ilu_dom_ren_1sm_pct = ent_ilu_dom_ren_1sm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,dom,ren,2sm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_dom_ren_2sm,"ent_ilu_dom_ren_2sm,",ent_ilu_dom_ren_2sm_pct,"ent_ilu_dom_ren_2sm_pct,",Domicílios sem iluminação pública,Mais de 2 salários mínimos,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V283,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe iluminação pública,"ent_ilu_dom_ren_2sm = ent_V283,","ent_ilu_dom_ren_2sm_pct = ent_ilu_dom_ren_2sm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,dom,ren,meiosm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_dom_ren_meiosm,"ent_ilu_dom_ren_meiosm,",ent_ilu_dom_ren_meiosm_pct,"ent_ilu_dom_ren_meiosm_pct,",Domicílios sem iluminação pública,Até 1/2 salário mínimo,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V275 + ent_V277 + ent_V285,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe iluminação pública,"ent_ilu_dom_ren_meiosm = ent_V275 + ent_V277 + ent_V285,","ent_ilu_dom_ren_meiosm_pct = ent_ilu_dom_ren_meiosm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,ren,12sm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_ren_12sm,"ent_ilu_mor_ren_12sm,",ent_ilu_mor_ren_12sm_pct,"ent_ilu_mor_ren_12sm_pct,",Domicílios sem iluminação pública,1 a 2 salários mínimos,Número de moradores,Porcentagem em relação ao total de moradores,Renda dos moradores,,Entorno04,ent_V702,dom02_V002,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe iluminação pública,"ent_ilu_mor_ren_12sm = ent_V702,","ent_ilu_mor_ren_12sm_pct = ent_ilu_mor_ren_12sm / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,ren,1sm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_ren_1sm,"ent_ilu_mor_ren_1sm,",ent_ilu_mor_ren_1sm_pct,"ent_ilu_mor_ren_1sm_pct,",Domicílios sem iluminação pública,1/2 a 1 salário mínimo,Número de moradores,Porcentagem em relação ao total de moradores,Renda dos moradores,,Entorno04,ent_V700,dom02_V002,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe iluminação pública,"ent_ilu_mor_ren_1sm = ent_V700,","ent_ilu_mor_ren_1sm_pct = ent_ilu_mor_ren_1sm / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,ren,2sm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_ren_2sm,"ent_ilu_mor_ren_2sm,",ent_ilu_mor_ren_2sm_pct,"ent_ilu_mor_ren_2sm_pct,",Domicílios sem iluminação pública,Mais de 2 salários mínimos,Número de moradores,Porcentagem em relação ao total de moradores,Renda dos moradores,,Entorno04,ent_V704,dom02_V002,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe iluminação pública,"ent_ilu_mor_ren_2sm = ent_V704,","ent_ilu_mor_ren_2sm_pct = ent_ilu_mor_ren_2sm / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,ren,meiosm,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_ren_meiosm,"ent_ilu_mor_ren_meiosm,",ent_ilu_mor_ren_meiosm_pct,"ent_ilu_mor_ren_meiosm_pct,",Domicílios sem iluminação pública,Até 1/2 salário mínimo,Número de moradores,Porcentagem em relação ao total de moradores,Renda dos moradores,,Entorno04,ent_V696 + ent_V698 + ent_V706,dom02_V002,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe iluminação pública,"ent_ilu_mor_ren_meiosm = ent_V696 + ent_V698 + ent_V706,","ent_ilu_mor_ren_meiosm_pct = ent_ilu_mor_ren_meiosm / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,cor,ama,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_cor_ama,"ent_ilu_mor_cor_ama,",ent_ilu_mor_cor_ama_pct,"ent_ilu_mor_cor_ama_pct,",Domicílios sem iluminação pública,Pessoas amarelas,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V978,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça amarela – Não existe iluminação pública,"ent_ilu_mor_cor_ama = ent_V978,","ent_ilu_mor_cor_ama_pct = ent_ilu_mor_cor_ama / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,cor,bra,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_cor_bra,"ent_ilu_mor_cor_bra,",ent_ilu_mor_cor_bra_pct,"ent_ilu_mor_cor_bra_pct,",Domicílios sem iluminação pública,Pessoas brancas,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V974,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça branca – Não existe iluminação pública,"ent_ilu_mor_cor_bra = ent_V974,","ent_ilu_mor_cor_bra_pct = ent_ilu_mor_cor_bra / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,cor,ind,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_cor_ind,"ent_ilu_mor_cor_ind,",ent_ilu_mor_cor_ind_pct,"ent_ilu_mor_cor_ind_pct,",Domicílios sem iluminação pública,Pessoas indígenas,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V982,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça indígena – Não existe iluminação pública,"ent_ilu_mor_cor_ind = ent_V982,","ent_ilu_mor_cor_ind_pct = ent_ilu_mor_cor_ind / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,ilu,mor,cor,neg,ent_ilu_dom_tot_dom,ent_ilu_dom_tot_dom_pct,,ent_ilu_mor_cor_neg,"ent_ilu_mor_cor_neg,",ent_ilu_mor_cor_neg_pct,"ent_ilu_mor_cor_neg_pct,",Domicílios sem iluminação pública,Pessoas negras,Número de moradores,Porcentagem em relação ao total de moradores,Cor dos moradores,,Entorno05,ent_V976 + ent_V980,dom02_V002,,Moradores em domicílios particulares permanentes de cor ou raça preta ou parda – Não existe iluminação pública,"ent_ilu_mor_cor_neg = ent_V976 + ent_V980,","ent_ilu_mor_cor_neg_pct = ent_ilu_mor_cor_neg / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,dom,tot,dom,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,sim,ent_mei_dom_tot_dom,"ent_mei_dom_tot_dom,",ent_mei_dom_tot_dom_pct,"ent_mei_dom_tot_dom_pct,",Domicílios sem meio-fio,Total de domicílios,Número de domicílios,Porcentagem em relação ao total de domicílios,Total,,Entorno01,ent_V027 + ent_V029 + ent_V031,dom01_V002,,Domicílios particulares permanentes – Não existe meio- fio/guia,"ent_mei_dom_tot_dom = ent_V027 + ent_V029 + ent_V031,","ent_mei_dom_tot_dom_pct = ent_mei_dom_tot_dom / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,mor,tot,dom,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_mor_tot_dom,"ent_mei_mor_tot_dom,",ent_mei_mor_tot_dom_pct,"ent_mei_mor_tot_dom_pct,",Domicílios sem meio-fio,Total de moradores,Número de moradores,Porcentagem em relação ao total de moradores,Total,,Entorno03,ent_V448 + ent_V450 + ent_V452,dom02_V002,,Moradores em domicílios particulares permanentes – Não existe meio-fio/guia,"ent_mei_mor_tot_dom = ent_V448 + ent_V450 + ent_V452,","ent_mei_mor_tot_dom_pct = ent_mei_mor_tot_dom / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,dom,sex,fem_res,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_dom_sex_fem_res,"ent_mei_dom_sex_fem_res,",ent_mei_dom_sex_fem_res_pct,"ent_mei_dom_sex_fem_res_pct,",Domicílios sem meio-fio,Mulheres,Número de domicílios,Porcentagem em relação ao total de domicílios com mulheres responsáveis,Sexo dos responsáveis,,Entorno02,ent_V401,dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087,% de domicílios com responsável do sexo feminino sem meio-fio,Domicílios particulares permanentes com responsável do sexo feminino – Não existe meio-fio/guia,"ent_mei_dom_sex_fem_res = ent_V401,","ent_mei_dom_sex_fem_res_pct = ent_mei_dom_sex_fem_res / (dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,dom,sex,mas_res,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_dom_sex_mas_res,"ent_mei_dom_sex_mas_res,",ent_mei_dom_sex_mas_res_pct,"ent_mei_dom_sex_mas_res_pct,",Domicílios sem meio-fio,Homens,Número de domicílios,Porcentagem em relação ao total de domicílios com homens responsáveis,Sexo dos responsáveis,,Entorno02,ent_V399,dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068,% de domicílios com responsável do sexo masculino sem meio-fio,Domicílios particulares permanentes com responsável do sexo masculino – Não existe meio-fio/guia,"ent_mei_dom_sex_mas_res = ent_V399,","ent_mei_dom_sex_mas_res_pct = ent_mei_dom_sex_mas_res / (dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,mor,sex,fem_res,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_mor_sex_fem_res,"ent_mei_mor_sex_fem_res,",ent_mei_mor_sex_fem_res_pct,"ent_mei_mor_sex_fem_res_pct,",Domicílios sem meio-fio,Mulheres,Número de moradores,Porcentagem em relação ao total de moradores em domicílios com mulheres responsáveis,Sexo dos responsáveis,,Entorno04,ent_V822,dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087 ,% de domicílios com responsável do sexo feminino sem meio-fio,Moradores em domicílios particulares permanentes com responsável do sexo feminino – Não existe meio-fio/guia,"ent_mei_mor_sex_fem_res = ent_V822,","ent_mei_mor_sex_fem_res_pct = ent_mei_mor_sex_fem_res / (dom01_V081 + dom01_V082 + dom01_V083 + dom01_V084 + dom01_V085 + dom01_V086 + dom01_V087 ),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,mor,sex,mas_res,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_mor_sex_mas_res,"ent_mei_mor_sex_mas_res,",ent_mei_mor_sex_mas_res_pct,"ent_mei_mor_sex_mas_res_pct,",Domicílios sem meio-fio,Homens,Número de moradores,Porcentagem em relação ao total de moradores em domicílios com homens responsáveis,Sexo dos responsáveis,,Entorno04,ent_V820,dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068,% de domicílios com responsável do sexo masculino sem meio-fio,Moradores em domicílios particulares permanentes com responsável do sexo masculino – Não existe meio-fio/guia,"ent_mei_mor_sex_mas_res = ent_V820,","ent_mei_mor_sex_mas_res_pct = ent_mei_mor_sex_mas_res / (dom01_V062 + dom01_V063 + dom01_V064 + dom01_V065 + dom01_V066 + dom01_V067 + dom01_V068),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,dom,ren,12sm,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_dom_ren_12sm,"ent_mei_dom_ren_12sm,",ent_mei_dom_ren_12sm_pct,"ent_mei_dom_ren_12sm_pct,",Domicílios sem meio-fio,1 a 2 salários mínimos,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V317,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe meio- fio/guia,"ent_mei_dom_ren_12sm = ent_V317,","ent_mei_dom_ren_12sm_pct = ent_mei_dom_ren_12sm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,dom,ren,1sm,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_dom_ren_1sm,"ent_mei_dom_ren_1sm,",ent_mei_dom_ren_1sm_pct,"ent_mei_dom_ren_1sm_pct,",Domicílios sem meio-fio,1/2 a 1 salário mínimo,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V315,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1/2 a 1 SM – Não existe meio- fio/guia,"ent_mei_dom_ren_1sm = ent_V315,","ent_mei_dom_ren_1sm_pct = ent_mei_dom_ren_1sm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,dom,ren,2sm,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_dom_ren_2sm,"ent_mei_dom_ren_2sm,",ent_mei_dom_ren_2sm_pct,"ent_mei_dom_ren_2sm_pct,",Domicílios sem meio-fio,Mais de 2 salários mínimos,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V319,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita maior que 2 SM – Não existe meio- fio/guia,"ent_mei_dom_ren_2sm = ent_V319,","ent_mei_dom_ren_2sm_pct = ent_mei_dom_ren_2sm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,dom,ren,meiosm,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_dom_ren_meiosm,"ent_mei_dom_ren_meiosm,",ent_mei_dom_ren_meiosm_pct,"ent_mei_dom_ren_meiosm_pct,",Domicílios sem meio-fio,Até 1/2 salário mínimo,Número de domicílios,Porcentagem em relação ao total de domicílios,Renda dos responsáveis,,Entorno02,ent_V311 + ent_V313 + ent_V321,dom01_V002,,Domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita até 1/2 do SM – Não existe meio- fio/guia,"ent_mei_dom_ren_meiosm = ent_V311 + ent_V313 + ent_V321,","ent_mei_dom_ren_meiosm_pct = ent_mei_dom_ren_meiosm / (dom01_V002),",-,-,-,-,,,-,-,-,-,,
Infraestrutura e serviços urbanos,Sistema viário,ent,mei,mor,ren,12sm,ent_mei_dom_tot_dom,ent_mei_dom_tot_dom_pct,,ent_mei_mor_ren_12sm,"ent_mei_mor_ren_12sm,",ent_mei_mor_ren_12sm_pct,"ent_mei_mor_ren_12sm_pct,",Domicílios sem meio-fio,1 a 2 salários mínimos,Número de moradores,Porcentagem em relação ao total de moradores,Renda dos moradores,,Entorno04,ent_V738,dom02_V002,,Moradores em domicílios particulares permanentes com rendimento nominal mensal domiciliar per capita 1 a 2 SM – Não existe meio- fio/guia,"ent_mei_mor_ren_12sm = ent_V738,","ent_mei_mor_ren_12sm_pct = ent_mei_mor_ren_12sm / (dom02_V002),",-,-,-,-,,,-,-,-,-,,
